0_1 | 1
13n_2319, 13n_4431 | v^4*z^6 + -1*v^6*z^4 + 2*v^4*z^4 + -3*v^2*z^4 + v^6*z^2 + 2*v^4*z^2 + -5*v^2*z^2 + 2*z^2 + -1*v^8 + 2*v^6 + -2*v^2 + 2
13n_2320, 13n_4760 | -2*v^6*z^6 + -1*v^4*z^6 + 3*v^8*z^4 + -4*v^6*z^4 + v^2*z^4 + -1*v^10*z^2 + 3*v^8*z^2 + -2*v^6*z^2 + 3*v^4*z^2 + v^2*z^2 + -1*v^8 + 2*v^4
13n_2321, 13n_2332 | -1*v^2*z^6 + -1*z^6 + v^4*z^4 + -2*v^2*z^4 + 2*v^-2*z^4 + v^4*z^2 + -3*v^2*z^2 + 4*z^2 + 2*v^-2*z^2 + -1*v^-4*z^2 + -2*v^2 + 4 + -1*v^-4
13n_2322 | z^8 + -2*v^2*z^6 + 4*z^6 + -1*v^-2*z^6 + v^4*z^4 + -5*v^2*z^4 + 6*z^4 + -1*v^-2*z^4 + v^4*z^2 + -2*v^2*z^2 + 2*z^2 + 2*v^-2*z^2 + -1*v^-4*z^2 + -1*v^4 + 2*v^2 + -1 + 2*v^-2 + -1*v^-4
13n_2323 | v^-2*z^6 + 2*v^-4*z^6 + -1*z^4 + 6*v^-4*z^4 + -3*v^-6*z^4 + -4*v^-2*z^2 + 8*v^-4*z^2 + -6*v^-6*z^2 + v^-8*z^2 + 2 + -3*v^-2 + 4*v^-4 + -3*v^-6 + v^-8
13n_2324, 13n_2823 | v^-2*z^6 + v^-4*z^6 + -1*z^4 + -2*v^-6*z^4 + z^2 + -2*v^-2*z^2 + -1*v^-6*z^2 + v^-8*z^2 + 2 + -2*v^-2 + v^-4
13n_2325 | 2*v^-2*z^4 + 2*v^-4*z^4 + -3*z^2 + 2*v^-2*z^2 + 2*v^-4*z^2 + -3*v^-6*z^2 + v^2 + -1 + v^-2 + v^-4 + -2*v^-6 + v^-8
13n_2326 | z^6 + v^-2*z^6 + -1*v^2*z^4 + z^4 + v^-2*z^4 + -2*v^-4*z^4 + -1*z^2 + v^-2*z^2 + -3*v^-4*z^2 + v^-6*z^2 + v^2 + -1 + 2*v^-2 + -2*v^-4 + v^-6
13n_2327, 13n_2564, 13n_2793 | -1*z^6 + -1*v^-2*z^6 + v^2*z^4 + -1*z^4 + 2*v^-4*z^4 + -1*z^2 + 2*v^-2*z^2 + v^-4*z^2 + -1*v^-6*z^2 + 2*v^-2 + -1*v^-4
13n_2329 | -1*v^-2*z^6 + 2*z^4 + -3*v^-2*z^4 + 3*v^-4*z^4 + -1*v^2*z^2 + 3*z^2 + -7*v^-2*z^2 + 5*v^-4*z^2 + -3*v^-6*z^2 + 3 + -4*v^-2 + 3*v^-4 + -2*v^-6 + v^-8
13n_2331 | -1*z^6 + -1*v^-2*z^6 + v^2*z^4 + -2*z^4 + -3*v^-2*z^4 + v^-4*z^4 + -1*z^2 + -4*v^-2*z^2 + 2*v^-4*z^2 + v^4 + -1*v^2 + 1 + -1*v^-2 + v^-4
13n_2333 | -1*z^4 + v^-2*z^4 + v^-4*z^4 + v^2*z^2 + -5*z^2 + 3*v^-2*z^2 + 2*v^-4*z^2 + -1*v^-6*z^2 + 2*v^2 + -4 + 3*v^-2 + v^-4 + -1*v^-6
13n_2335 | -1*v^-8*z^6 + v^-4*z^4 + 5*v^-6*z^4 + -1*v^-8*z^4 + 2*v^-10*z^4 + 9*v^-6*z^2 + -3*v^-8*z^2 + v^-10*z^2 + -1*v^-12*z^2 + 4*v^-6 + -3*v^-8
13n_2337 | -1*v^2*z^6 + z^6 + v^4*z^4 + -5*v^2*z^4 + 5*z^4 + -2*v^-2*z^4 + 2*v^4*z^2 + -6*v^2*z^2 + 8*z^2 + -5*v^-2*z^2 + v^-4*z^2 + -1*v^2 + 4 + -3*v^-2 + v^-4
13n_2339 | -1*v^2*z^8 + 2*v^4*z^6 + -4*v^2*z^6 + 2*z^6 + -1*v^6*z^4 + 7*v^4*z^4 + -7*v^2*z^4 + 6*z^4 + -1*v^-2*z^4 + -4*v^6*z^2 + 7*v^4*z^2 + -9*v^2*z^2 + 5*z^2 + -2*v^-2*z^2 + v^8 + -2*v^6 + 3*v^4 + -4*v^2 + 3
13n_2340 | z^8 + -1*v^2*z^6 + 4*z^6 + -3*v^-2*z^6 + -3*v^2*z^4 + 6*z^4 + -9*v^-2*z^4 + 3*v^-4*z^4 + v^4*z^2 + -2*v^2*z^2 + 4*z^2 + -7*v^-2*z^2 + 6*v^-4*z^2 + -1*v^-6*z^2 + 1 + -1*v^-2 + 2*v^-4 + -1*v^-6
13n_2341 | v^-4*z^6 + -2*v^-2*z^4 + v^-4*z^4 + -3*v^-6*z^4 + z^2 + v^-4*z^2 + -3*v^-6*z^2 + 3*v^-8*z^2 + 2*v^-2 + -1*v^-4 + -1*v^-6 + 2*v^-8 + -1*v^-10
13n_2342, 13n_3142 | -1*v^-2*z^6 + -1*v^-4*z^6 + z^4 + -4*v^-2*z^4 + -4*v^-4*z^4 + v^-6*z^4 + 3*z^2 + -5*v^-2*z^2 + -5*v^-4*z^2 + 3*v^-6*z^2 + 3 + -2*v^-2 + -2*v^-4 + 2*v^-6
13n_2343 | -1*z^6 + v^2*z^4 + -4*z^4 + v^-2*z^4 + -1*v^-4*z^4 + 2*v^2*z^2 + -6*z^2 + 2*v^-2*z^2 + -4*v^-4*z^2 + v^-6*z^2 + 2*v^2 + -2 + 2*v^-2 + -3*v^-4 + 2*v^-6
13n_2344 | v^-2*z^6 + -1*z^4 + 3*v^-2*z^4 + -1*v^-4*z^4 + v^-6*z^4 + -1*z^2 + 3*v^-2*z^2 + -1*v^-4*z^2 + 3*v^-6*z^2 + -1*v^-8*z^2 + v^-2 + v^-6 + -1*v^-8
13n_2345 | -1*v^8*z^6 + -3*v^6*z^6 + -1*v^4*z^6 + v^10*z^4 + -1*v^8*z^4 + -9*v^6*z^4 + v^2*z^4 + 3*v^10*z^2 + v^8*z^2 + -7*v^6*z^2 + 5*v^4*z^2 + 2*v^2*z^2 + -1*v^12 + 2*v^10 + -1*v^8 + -2*v^6 + 3*v^4
13n_2347 | z^6 + -2*v^2*z^4 + 3*z^4 + -2*v^-2*z^4 + v^4*z^2 + -3*v^2*z^2 + 5*z^2 + -3*v^-2*z^2 + 2*v^-4*z^2 + -1*v^2 + 3 + -2*v^-2 + 2*v^-4 + -1*v^-6
13n_2348, 13n_3306 | -1*v^-4*z^8 + 2*v^-2*z^6 + -6*v^-4*z^6 + v^-6*z^6 + -1*z^4 + 8*v^-2*z^4 + -14*v^-4*z^4 + 4*v^-6*z^4 + -2*z^2 + 10*v^-2*z^2 + -14*v^-4*z^2 + 5*v^-6*z^2 + 4*v^-2 + -5*v^-4 + 2*v^-6
13n_2349 | v^2*z^8 + -1*v^4*z^6 + 6*v^2*z^6 + -2*z^6 + -4*v^4*z^4 + 13*v^2*z^4 + -9*z^4 + v^-2*z^4 + -4*v^4*z^2 + 12*v^2*z^2 + -12*z^2 + 3*v^-2*z^2 + -1*v^4 + 4*v^2 + -4 + 2*v^-2
13n_2350, 13n_3251 | -1*v^4*z^8 + 2*v^6*z^6 + -6*v^4*z^6 + v^2*z^6 + -1*v^8*z^4 + 9*v^6*z^4 + -13*v^4*z^4 + 4*v^2*z^4 + -3*v^8*z^2 + 12*v^6*z^2 + -11*v^4*z^2 + 5*v^2*z^2 + -2*v^8 + 4*v^6 + -3*v^4 + 2*v^2
13n_2353, 13n_3329 | v^6*z^8 + -2*v^8*z^6 + 6*v^6*z^6 + -1*v^4*z^6 + v^10*z^4 + -8*v^8*z^4 + 15*v^6*z^4 + -3*v^4*z^4 + 2*v^10*z^2 + -11*v^8*z^2 + 16*v^6*z^2 + -2*v^4*z^2 + v^10 + -5*v^8 + 5*v^6
13n_2354 | -1*v^8*z^10 + v^10*z^8 + -9*v^8*z^8 + v^6*z^8 + 8*v^10*z^6 + -29*v^8*z^6 + 8*v^6*z^6 + -1*v^12*z^4 + 19*v^10*z^4 + -43*v^8*z^4 + 21*v^6*z^4 + -2*v^12*z^2 + 16*v^10*z^2 + -30*v^8*z^2 + 21*v^6*z^2 + -1*v^12 + 4*v^10 + -8*v^8 + 6*v^6
13n_2355 | -1*v^4*z^10 + v^6*z^8 + -9*v^4*z^8 + v^2*z^8 + 8*v^6*z^6 + -30*v^4*z^6 + 7*v^2*z^6 + -1*v^8*z^4 + 21*v^6*z^4 + -46*v^4*z^4 + 16*v^2*z^4 + -3*v^8*z^2 + 21*v^6*z^2 + -31*v^4*z^2 + 14*v^2*z^2 + -2*v^8 + 6*v^6 + -7*v^4 + 4*v^2
13n_2356 | -1*v^8*z^8 + 2*v^10*z^6 + -5*v^8*z^6 + 2*v^6*z^6 + -1*v^12*z^4 + 7*v^10*z^4 + -10*v^8*z^4 + 9*v^6*z^4 + -2*v^12*z^2 + 7*v^10*z^2 + -10*v^8*z^2 + 12*v^6*z^2 + -1*v^12 + 2*v^10 + -4*v^8 + 4*v^6
13n_2358 | -1*v^8*z^8 + -1*v^6*z^8 + v^10*z^6 + -6*v^8*z^6 + -5*v^6*z^6 + v^4*z^6 + 6*v^10*z^4 + -12*v^8*z^4 + -5*v^6*z^4 + 5*v^4*z^4 + -1*v^12*z^2 + 9*v^10*z^2 + -13*v^8*z^2 + 3*v^6*z^2 + 6*v^4*z^2 + -1*v^12 + 4*v^10 + -7*v^8 + 4*v^6 + v^4
13n_2359 | -1*v^4*z^6 + 2*v^6*z^4 + -5*v^4*z^4 + v^2*z^4 + -1*v^8*z^2 + 7*v^6*z^2 + -8*v^4*z^2 + 4*v^2*z^2 + -2*v^8 + 5*v^6 + -5*v^4 + 3*v^2
13n_2360 | v^4*z^6 + 2*v^2*z^6 + -1*v^6*z^4 + v^4*z^4 + 6*v^2*z^4 + -4*z^4 + -1*v^6*z^2 + -1*v^4*z^2 + 8*v^2*z^2 + -10*z^2 + 2*v^-2*z^2 + -1*v^4 + 5*v^2 + -6 + 3*v^-2
13n_2361 | -1*v^4*z^8 + -1*v^2*z^8 + v^6*z^6 + -6*v^4*z^6 + -5*v^2*z^6 + z^6 + 6*v^6*z^4 + -13*v^4*z^4 + -7*v^2*z^4 + 4*z^4 + -1*v^8*z^2 + 11*v^6*z^2 + -13*v^4*z^2 + -1*v^2*z^2 + 4*z^2 + -2*v^8 + 6*v^6 + -6*v^4 + 2*v^2 + 1
13n_2362 | -1*v^8*z^6 + 2*v^10*z^4 + -4*v^8*z^4 + 3*v^6*z^4 + v^4*z^4 + -1*v^12*z^2 + 5*v^10*z^2 + -8*v^8*z^2 + 8*v^6*z^2 + 2*v^4*z^2 + -1*v^12 + 3*v^10 + -6*v^8 + 5*v^6
13n_2363 | z^6 + 2*v^-2*z^6 + -1*v^2*z^4 + 2*z^4 + 8*v^-2*z^4 + -3*v^-4*z^4 + -2*v^2*z^2 + -1*z^2 + 12*v^-2*z^2 + -8*v^-4*z^2 + v^-6*z^2 + -2 + 7*v^-2 + -5*v^-4 + v^-6
13n_2364 | v^6*z^10 + -1*v^8*z^8 + 9*v^6*z^8 + -1*v^4*z^8 + -8*v^8*z^6 + 30*v^6*z^6 + -7*v^4*z^6 + v^10*z^4 + -20*v^8*z^4 + 48*v^6*z^4 + -15*v^4*z^4 + 2*v^10*z^2 + -20*v^8*z^2 + 36*v^6*z^2 + -11*v^4*z^2 + v^10 + -7*v^8 + 9*v^6 + -2*v^4
13n_2366 | v^6*z^6 + -2*v^8*z^4 + 5*v^6*z^4 + -1*v^4*z^4 + v^10*z^2 + -6*v^8*z^2 + 10*v^6*z^2 + -2*v^4*z^2 + v^2*z^2 + v^10 + -5*v^8 + 6*v^6 + -2*v^4 + v^2
13n_2367 | -1*v^2*z^6 + -2*z^6 + v^4*z^4 + -1*v^2*z^4 + -6*z^4 + 4*v^-2*z^4 + v^4*z^2 + v^2*z^2 + -9*z^2 + 9*v^-2*z^2 + -2*v^-4*z^2 + 2*v^2 + -5 + 6*v^-2 + -2*v^-4
13n_2368 | -1*v^6*z^8 + -1*v^4*z^8 + v^8*z^6 + -6*v^6*z^6 + -7*v^4*z^6 + v^2*z^6 + 6*v^8*z^4 + -9*v^6*z^4 + -16*v^4*z^4 + 6*v^2*z^4 + -1*v^10*z^2 + 8*v^8*z^2 + -2*v^6*z^2 + -15*v^4*z^2 + 10*v^2*z^2 + -1*v^10 + 2*v^8 + v^6 + -5*v^4 + 4*v^2
13n_2369 | -1*v^8*z^6 + -1*v^6*z^6 + 2*v^10*z^4 + -2*v^8*z^4 + -2*v^6*z^4 + 2*v^4*z^4 + -1*v^12*z^2 + 4*v^10*z^2 + -1*v^8*z^2 + -1*v^6*z^2 + 5*v^4*z^2 + -1*v^12 + v^10 + -1*v^6 + 2*v^4
13n_2371 | -1*v^6*z^6 + -2*v^4*z^6 + -1*v^2*z^6 + v^8*z^4 + -3*v^6*z^4 + -8*v^4*z^4 + -3*v^2*z^4 + z^4 + 4*v^8*z^2 + -8*v^4*z^2 + 3*z^2 + -1*v^10 + 2*v^8 + v^6 + -4*v^4 + 2*v^2 + 1
13n_2372 | -1*v^8*z^4 + -1*v^6*z^4 + 2*v^10*z^2 + -1*v^8*z^2 + 3*v^4*z^2 + v^2*z^2 + -1*v^12 + 2*v^10 + -2*v^8 + 2*v^4
13n_2373 | v^2*z^4 + 3*z^4 + 2*v^-2*z^4 + -1*v^4*z^2 + -1*v^2*z^2 + 4*z^2 + 2*v^-2*z^2 + -3*v^-4*z^2 + -1*v^2 + 2 + 2*v^-2 + -3*v^-4 + v^-6
13n_2374 | -1*v^8*z^8 + -1*v^6*z^8 + v^10*z^6 + -6*v^8*z^6 + -5*v^6*z^6 + v^4*z^6 + 6*v^10*z^4 + -12*v^8*z^4 + -6*v^6*z^4 + 5*v^4*z^4 + -1*v^12*z^2 + 9*v^10*z^2 + -11*v^8*z^2 + 7*v^4*z^2 + -1*v^12 + 3*v^10 + -4*v^8 + v^6 + 2*v^4
13n_2375 | -2*v^6*z^6 + -2*v^4*z^6 + 3*v^8*z^4 + -5*v^6*z^4 + -6*v^4*z^4 + 2*v^2*z^4 + -1*v^10*z^2 + 6*v^8*z^2 + -3*v^6*z^2 + -5*v^4*z^2 + 5*v^2*z^2 + -1*v^10 + 2*v^8 + -1*v^6 + -1*v^4 + 2*v^2
13n_2376 | v^2*z^6 + -1*v^-2*z^6 + -1*v^4*z^4 + 5*v^2*z^4 + -5*v^-2*z^4 + v^-4*z^4 + -3*v^4*z^2 + 7*v^2*z^2 + -1*z^2 + -8*v^-2*z^2 + 3*v^-4*z^2 + -1*v^4 + 3*v^2 + -3*v^-2 + 2*v^-4
13n_2377 | z^8 + -3*v^2*z^6 + 5*z^6 + -1*v^-2*z^6 + 2*v^4*z^4 + -13*v^2*z^4 + 10*z^4 + -3*v^-2*z^4 + 6*v^4*z^2 + -17*v^2*z^2 + 10*z^2 + -2*v^-2*z^2 + 3*v^4 + -6*v^2 + 4
13n_2378 | 2*v^-4*z^6 + v^-6*z^6 + -2*v^-2*z^4 + 9*v^-4*z^4 + 3*v^-6*z^4 + -1*v^-8*z^4 + -5*v^-2*z^2 + 13*v^-4*z^2 + 2*v^-6*z^2 + -3*v^-8*z^2 + -2*v^-2 + 5*v^-4 + -2*v^-8
13n_2379 | -1*v^8*z^6 + -2*v^6*z^6 + -1*v^4*z^6 + v^10*z^4 + -3*v^8*z^4 + -6*v^6*z^4 + -1*v^4*z^4 + v^2*z^4 + 4*v^10*z^2 + -3*v^8*z^2 + -4*v^6*z^2 + 4*v^4*z^2 + 2*v^2*z^2 + -1*v^12 + 3*v^10 + -3*v^8 + -1*v^6 + 3*v^4
13n_2380 | -2*v^6*z^4 + -3*v^4*z^4 + -1*v^2*z^4 + 3*v^8*z^2 + -1*v^6*z^2 + -4*v^4*z^2 + 2*v^2*z^2 + z^2 + -1*v^10 + 2*v^8 + -3*v^4 + 3*v^2
13n_2381 | v^4*z^4 + 2*v^2*z^4 + -1*v^-2*z^4 + -1*v^6*z^2 + 4*v^2*z^2 + -3*z^2 + -4*v^-2*z^2 + v^-4*z^2 + -1*v^4 + 4*v^2 + -2 + -2*v^-2 + 2*v^-4
13n_2382 | v^2*z^6 + z^6 + -3*v^4*z^4 + -1*v^2*z^4 + 2*z^4 + -1*v^-2*z^4 + 2*v^6*z^2 + -3*v^4*z^2 + -6*v^2*z^2 + 4*z^2 + -1*v^-2*z^2 + v^6 + v^4 + -5*v^2 + 4
13n_2383 | v^-2*z^4 + 3*v^-4*z^4 + v^-6*z^4 + -1*z^2 + 8*v^-4*z^2 + -1*v^-8*z^2 + -2*v^-2 + 6*v^-4 + -2*v^-6 + -1*v^-8
13n_2384 | -1*v^-4*z^8 + 2*v^-2*z^6 + -6*v^-4*z^6 + v^-6*z^6 + -1*z^4 + 9*v^-2*z^4 + -13*v^-4*z^4 + 4*v^-6*z^4 + -3*z^2 + 13*v^-2*z^2 + -11*v^-4*z^2 + 4*v^-6*z^2 + -2 + 6*v^-2 + -3*v^-4
13n_2387 | -1*v^-2*z^6 + -1*v^-4*z^6 + 2*z^4 + -2*v^-2*z^4 + -3*v^-4*z^4 + v^-6*z^4 + -1*v^2*z^2 + 4*z^2 + -3*v^-4*z^2 + 2*v^-6*z^2 + -1*v^2 + 2 + v^-2 + -1*v^-4
13n_2388 | v^6*z^6 + v^4*z^6 + -2*v^8*z^4 + 2*v^6*z^4 + 3*v^4*z^4 + -1*v^2*z^4 + v^10*z^2 + -4*v^8*z^2 + v^6*z^2 + 5*v^4*z^2 + -1*v^2*z^2 + v^10 + -2*v^8 + -1*v^6 + 3*v^4
13n_2390 | -1*v^8*z^10 + v^10*z^8 + -9*v^8*z^8 + v^6*z^8 + 8*v^10*z^6 + -29*v^8*z^6 + 8*v^6*z^6 + -1*v^12*z^4 + 19*v^10*z^4 + -43*v^8*z^4 + 21*v^6*z^4 + -2*v^12*z^2 + 15*v^10*z^2 + -31*v^8*z^2 + 21*v^6*z^2 + 3*v^10 + -9*v^8 + 7*v^6
13n_2391 | -1*v^8*z^8 + -1*v^6*z^8 + v^10*z^6 + -6*v^8*z^6 + -5*v^6*z^6 + v^4*z^6 + 6*v^10*z^4 + -11*v^8*z^4 + -5*v^6*z^4 + 5*v^4*z^4 + -1*v^12*z^2 + 7*v^10*z^2 + -11*v^8*z^2 + v^6*z^2 + 6*v^4*z^2 + 2*v^10 + -5*v^8 + 2*v^6 + 2*v^4
13n_2392 | v^6*z^10 + -1*v^8*z^8 + 9*v^6*z^8 + -1*v^4*z^8 + -8*v^8*z^6 + 30*v^6*z^6 + -7*v^4*z^6 + v^10*z^4 + -21*v^8*z^4 + 47*v^6*z^4 + -15*v^4*z^4 + 3*v^10*z^2 + -22*v^8*z^2 + 34*v^6*z^2 + -10*v^4*z^2 + 2*v^10 + -8*v^8 + 8*v^6 + -1*v^4
13n_2393 | v^-2*z^8 + -1*z^6 + 7*v^-2*z^6 + -1*v^-4*z^6 + -5*z^4 + 17*v^-2*z^4 + -5*v^-4*z^4 + -7*z^2 + 18*v^-2*z^2 + -6*v^-4*z^2 + -3 + 7*v^-2 + -2*v^-4 + -1*v^-6
13n_2394 | -1*v^8*z^8 + 2*v^10*z^6 + -5*v^8*z^6 + 2*v^6*z^6 + -1*v^12*z^4 + 7*v^10*z^4 + -10*v^8*z^4 + 9*v^6*z^4 + -2*v^12*z^2 + 6*v^10*z^2 + -11*v^8*z^2 + 12*v^6*z^2 + v^10 + -5*v^8 + 5*v^6
13n_2395 | v^6*z^8 + v^4*z^8 + -1*v^8*z^6 + 6*v^6*z^6 + 5*v^4*z^6 + -1*v^2*z^6 + -6*v^8*z^4 + 12*v^6*z^4 + 7*v^4*z^4 + -4*v^2*z^4 + v^10*z^2 + -9*v^8*z^2 + 11*v^6*z^2 + 4*v^4*z^2 + -3*v^2*z^2 + v^10 + -4*v^8 + 3*v^6 + v^4
13n_2396 | z^6 + v^-2*z^6 + -1*v^2*z^4 + 3*z^4 + 3*v^-2*z^4 + -1*v^-4*z^4 + -2*v^2*z^2 + 3*z^2 + 4*v^-2*z^2 + -1*v^-4*z^2 + -1*v^2 + 1 + 2*v^-2 + -1*v^-6
13n_2399, 13n_2403 | 2*v^-6*z^8 + -2*v^-4*z^6 + 13*v^-6*z^6 + -3*v^-8*z^6 + -8*v^-4*z^4 + 32*v^-6*z^4 + -14*v^-8*z^4 + v^-10*z^4 + -9*v^-4*z^2 + 33*v^-6*z^2 + -21*v^-8*z^2 + 3*v^-10*z^2 + -2*v^-4 + 10*v^-6 + -9*v^-8 + 2*v^-10
13n_2400, 13n_2401 | -1*z^8 + v^-2*z^8 + v^2*z^6 + -8*z^6 + 8*v^-2*z^6 + -1*v^-4*z^6 + 5*v^2*z^4 + -22*z^4 + 23*v^-2*z^4 + -5*v^-4*z^4 + 7*v^2*z^2 + -24*z^2 + 27*v^-2*z^2 + -8*v^-4*z^2 + 2*v^2 + -7 + 10*v^-2 + -4*v^-4
13n_2402 | -2*v^4*z^8 + 3*v^6*z^6 + -13*v^4*z^6 + 2*v^2*z^6 + -1*v^8*z^4 + 14*v^6*z^4 + -31*v^4*z^4 + 9*v^2*z^4 + -3*v^8*z^2 + 19*v^6*z^2 + -31*v^4*z^2 + 13*v^2*z^2 + -1*v^8 + 6*v^6 + -10*v^4 + 6*v^2
13n_2404, 13n_2406 | v^6*z^10 + -1*v^8*z^8 + 9*v^6*z^8 + -1*v^4*z^8 + -8*v^8*z^6 + 32*v^6*z^6 + -7*v^4*z^6 + v^10*z^4 + -23*v^8*z^4 + 57*v^6*z^4 + -17*v^4*z^4 + 3*v^10*z^2 + -28*v^8*z^2 + 49*v^6*z^2 + -16*v^4*z^2 + 2*v^10 + -11*v^8 + 14*v^6 + -4*v^4
13n_2405 | v^10*z^10 + -1*v^12*z^8 + 10*v^10*z^8 + -11*v^12*z^6 + 36*v^10*z^6 + 4*v^14*z^4 + -35*v^12*z^4 + 59*v^10*z^4 + -1*v^16*z^2 + 11*v^14*z^2 + -41*v^12*z^2 + 43*v^10*z^2 + -1*v^16 + 6*v^14 + -14*v^12 + 10*v^10
13n_2407, 13n_2412 | v^6*z^8 + v^4*z^8 + -1*v^8*z^6 + 6*v^6*z^6 + 5*v^4*z^6 + -1*v^2*z^6 + -6*v^8*z^4 + 15*v^6*z^4 + 8*v^4*z^4 + -4*v^2*z^4 + v^10*z^2 + -13*v^8*z^2 + 20*v^6*z^2 + 3*v^4*z^2 + -4*v^2*z^2 + 2*v^10 + -10*v^8 + 12*v^6 + -3*v^4
13n_2408, 13n_2411 | v^2*z^6 + -1*z^6 + -1*v^-2*z^6 + -1*v^4*z^4 + 7*v^2*z^4 + -5*z^4 + -3*v^-2*z^4 + v^-4*z^4 + -4*v^4*z^2 + 15*v^2*z^2 + -11*z^2 + -1*v^-2*z^2 + 2*v^-4*z^2 + -4*v^4 + 11*v^2 + -9 + 3*v^-2
13n_2409 | v^10*z^8 + v^8*z^8 + -1*v^12*z^6 + 7*v^10*z^6 + 7*v^8*z^6 + -9*v^12*z^4 + 15*v^10*z^4 + 15*v^8*z^4 + 4*v^14*z^2 + -19*v^12*z^2 + 15*v^10*z^2 + 11*v^8*z^2 + -1*v^16 + 6*v^14 + -13*v^12 + 8*v^10 + v^8
13n_2410, 13n_2414 | 2*v^6*z^6 + v^4*z^6 + -3*v^8*z^4 + 9*v^6*z^4 + 2*v^4*z^4 + -1*v^2*z^4 + v^10*z^2 + -10*v^8*z^2 + 16*v^6*z^2 + -1*v^4*z^2 + -1*v^2*z^2 + 2*v^10 + -9*v^8 + 11*v^6 + -4*v^4 + v^2
13n_2413 | -2*v^6*z^6 + -3*v^4*z^6 + 3*v^8*z^4 + -3*v^6*z^4 + -12*v^4*z^4 + 3*v^2*z^4 + -1*v^10*z^2 + 4*v^8*z^2 + 4*v^6*z^2 + -19*v^4*z^2 + 9*v^2*z^2 + -1*v^8 + 7*v^6 + -12*v^4 + 7*v^2
13n_2415 | -1*z^8 + v^2*z^6 + -7*z^6 + 5*v^2*z^4 + -16*z^4 + v^-2*z^4 + 2*v^-4*z^4 + 7*v^2*z^2 + -15*z^2 + 2*v^-2*z^2 + 6*v^-4*z^2 + -1*v^-6*z^2 + 3*v^2 + -5 + v^-2 + 4*v^-4 + -2*v^-6
13n_2417 | -1*v^-8*z^8 + 2*v^-6*z^6 + -4*v^-8*z^6 + 2*v^-10*z^6 + 8*v^-6*z^4 + -4*v^-8*z^4 + 7*v^-10*z^4 + -1*v^-12*z^4 + 8*v^-6*z^2 + -1*v^-8*z^2 + 5*v^-10*z^2 + -3*v^-12*z^2 + 2*v^-6 + -1*v^-12
13n_2419 | -1*v^4*z^8 + -8*v^4*z^6 + v^2*z^6 + v^8*z^4 + 3*v^6*z^4 + -20*v^4*z^4 + 6*v^2*z^4 + v^8*z^2 + 8*v^6*z^2 + -19*v^4*z^2 + 10*v^2*z^2 + -1*v^8 + 4*v^6 + -6*v^4 + 4*v^2
13n_2420 | -1*v^-8*z^8 + 2*v^-6*z^6 + -5*v^-8*z^6 + 2*v^-10*z^6 + 9*v^-6*z^4 + -9*v^-8*z^4 + 9*v^-10*z^4 + -1*v^-12*z^4 + 11*v^-6*z^2 + -9*v^-8*z^2 + 12*v^-10*z^2 + -4*v^-12*z^2 + 3*v^-6 + -4*v^-8 + 5*v^-10 + -3*v^-12
13n_2421 | -1*z^8 + v^2*z^6 + -6*z^6 + v^-2*z^6 + 4*v^2*z^4 + -12*z^4 + 4*v^-2*z^4 + 4*v^2*z^2 + -10*z^2 + 3*v^-2*z^2 + 2*v^2 + -2 + v^-4
13n_2422 | -1*v^4*z^6 + -1*v^2*z^6 + -5*v^4*z^4 + -4*v^2*z^4 + z^4 + v^8*z^2 + 2*v^6*z^2 + -5*v^4*z^2 + -2*v^2*z^2 + 3*z^2 + v^6 + -2*v^4 + v^2 + 1
13n_2423 | -1*v^-6*z^6 + -1*v^-8*z^6 + 2*v^-4*z^4 + -1*v^-6*z^4 + -1*v^-8*z^4 + 2*v^-10*z^4 + 4*v^-4*z^2 + v^-6*z^2 + v^-8*z^2 + 4*v^-10*z^2 + -1*v^-12*z^2 + v^-4 + 2*v^-10 + -2*v^-12
13n_2424 | -1*v^2*z^6 + -1*z^6 + v^4*z^4 + -2*v^2*z^4 + -2*z^4 + v^-2*z^4 + v^4*z^2 + -2*v^2*z^2 + -3*z^2 + v^4 + -1 + v^-4
13n_2425 | -1*v^2*z^6 + -1*v^6*z^4 + -1*v^4*z^4 + -5*v^2*z^4 + z^4 + v^8*z^2 + -1*v^4*z^2 + -5*v^2*z^2 + 3*z^2 + v^6 + -1*v^4 + -1*v^2 + 2
13n_2426 | 2*v^-2*z^6 + v^-4*z^6 + -2*z^4 + 5*v^-2*z^4 + -1*v^-4*z^4 + -2*v^-6*z^4 + -2*z^2 + 6*v^-2*z^2 + -3*v^-4*z^2 + -1*v^-6*z^2 + v^-8*z^2 + 2*v^-2 + -1*v^-4
13n_2428 | -1*v^8*z^8 + v^10*z^6 + -6*v^8*z^6 + 2*v^6*z^6 + 5*v^10*z^4 + -13*v^8*z^4 + 10*v^6*z^4 + -1*v^12*z^2 + 6*v^10*z^2 + -15*v^8*z^2 + 14*v^6*z^2 + 2*v^10 + -7*v^8 + 6*v^6
13n_2429 | 2*v^-4*z^6 + v^-6*z^6 + -2*v^-2*z^4 + 8*v^-4*z^4 + 2*v^-6*z^4 + -1*v^-8*z^4 + -4*v^-2*z^2 + 11*v^-4*z^2 + -2*v^-8*z^2 + -1*v^-2 + 4*v^-4 + -1*v^-6 + -1*v^-8
