0_1 | 1
13n_2431 | -1*v^2*z^8 + 3*v^4*z^6 + -5*v^2*z^6 + z^6 + -2*v^6*z^4 + 12*v^4*z^4 + -11*v^2*z^4 + 3*z^4 + -5*v^6*z^2 + 16*v^4*z^2 + -11*v^2*z^2 + 3*z^2 + -3*v^6 + 6*v^4 + -3*v^2 + 1
13n_2433 | -1*v^4*z^6 + -1*v^2*z^6 + v^6*z^4 + -3*v^4*z^4 + -3*v^2*z^4 + z^4 + 2*v^6*z^2 + -3*v^4*z^2 + -2*v^2*z^2 + 2*z^2 + v^6 + -2*v^4 + v^2 + 1
13n_2434, 13n_4237 | -1*v^4*z^6 + -1*v^2*z^6 + 2*v^6*z^4 + -2*v^4*z^4 + -3*v^2*z^4 + z^4 + -1*v^8*z^2 + 4*v^6*z^2 + -3*v^2*z^2 + 2*z^2 + -1*v^8 + v^6 + v^4 + -1*v^2 + 1
13n_2435 | 2*v^2*z^6 + z^6 + -3*v^4*z^4 + 7*v^2*z^4 + 2*z^4 + -1*v^-2*z^4 + v^6*z^2 + -7*v^4*z^2 + 9*v^2*z^2 + z^2 + -2*v^-2*z^2 + v^6 + -4*v^4 + 4*v^2 + 1 + -1*v^-2
13n_2436 | v^-2*z^6 + -1*z^4 + 5*v^-2*z^4 + -1*v^-4*z^4 + -3*z^2 + 9*v^-2*z^2 + -2*v^-4*z^2 + -2 + 5*v^-2 + -1*v^-4 + -1*v^-6
13n_2437, 13n_3683 | -1*v^8*z^8 + -1*v^6*z^8 + v^10*z^6 + -5*v^8*z^6 + -4*v^6*z^6 + v^4*z^6 + 5*v^10*z^4 + -8*v^8*z^4 + -2*v^6*z^4 + 4*v^4*z^4 + -1*v^12*z^2 + 5*v^10*z^2 + -8*v^8*z^2 + 4*v^6*z^2 + 4*v^4*z^2 + v^10 + -4*v^8 + 3*v^6 + v^4
13n_2439 | v^2*z^8 + 7*v^2*z^6 + -1*z^6 + -1*v^6*z^4 + -3*v^4*z^4 + 15*v^2*z^4 + -5*z^4 + -7*v^4*z^2 + 15*v^2*z^2 + -6*z^2 + v^6 + -5*v^4 + 7*v^2 + -2
13n_2440 | -2*z^6 + 2*v^2*z^4 + -7*z^4 + 4*v^-2*z^4 + 3*v^2*z^2 + -9*z^2 + 9*v^-2*z^2 + -2*v^-4*z^2 + v^2 + -3 + 5*v^-2 + -2*v^-4
13n_2441 | -1*z^8 + v^2*z^6 + -5*z^6 + 2*v^-2*z^6 + 3*v^2*z^4 + -9*z^4 + 9*v^-2*z^4 + -1*v^-4*z^4 + 2*v^2*z^2 + -9*z^2 + 13*v^-2*z^2 + -4*v^-4*z^2 + v^2 + -4 + 7*v^-2 + -3*v^-4
13n_2442 | v^6*z^8 + -1*v^8*z^6 + 6*v^6*z^6 + -1*v^4*z^6 + -5*v^8*z^4 + 14*v^6*z^4 + -3*v^4*z^4 + v^10*z^2 + -9*v^8*z^2 + 16*v^6*z^2 + -2*v^4*z^2 + v^10 + -6*v^8 + 7*v^6 + -1*v^4
13n_2443 | 2*v^6*z^6 + -3*v^8*z^4 + 9*v^6*z^4 + -1*v^4*z^4 + v^10*z^2 + -8*v^8*z^2 + 13*v^6*z^2 + -1*v^4*z^2 + v^10 + -5*v^8 + 5*v^6
13n_2445 | -1*z^8 + -7*z^6 + v^-2*z^6 + v^4*z^4 + 2*v^2*z^4 + -16*z^4 + 5*v^-2*z^4 + v^4*z^2 + 6*v^2*z^2 + -16*z^2 + 7*v^-2*z^2 + -1*v^4 + 5*v^2 + -6 + 3*v^-2
13n_2446, 13n_3955 | 2*v^-2*z^6 + -2*z^4 + 8*v^-2*z^4 + -3*v^-4*z^4 + -4*z^2 + 11*v^-2*z^2 + -7*v^-4*z^2 + v^-6*z^2 + -1 + 5*v^-2 + -4*v^-4 + v^-6
13n_2447 | v^2*z^8 + -1*v^4*z^6 + 5*v^2*z^6 + -2*z^6 + -3*v^4*z^4 + 10*v^2*z^4 + -8*z^4 + v^-2*z^4 + -3*v^4*z^2 + 10*v^2*z^2 + -12*z^2 + 3*v^-2*z^2 + -1*v^4 + 5*v^2 + -6 + 3*v^-2
13n_2448 | -1*v^4*z^8 + v^6*z^6 + -6*v^4*z^6 + v^2*z^6 + 5*v^6*z^4 + -13*v^4*z^4 + 4*v^2*z^4 + -1*v^8*z^2 + 9*v^6*z^2 + -12*v^4*z^2 + 6*v^2*z^2 + -2*v^8 + 5*v^6 + -5*v^4 + 3*v^2
13n_2449 | -2*v^8*z^6 + 3*v^10*z^4 + -7*v^8*z^4 + 4*v^6*z^4 + v^4*z^4 + -1*v^12*z^2 + 6*v^10*z^2 + -10*v^8*z^2 + 8*v^6*z^2 + 2*v^4*z^2 + -1*v^12 + 3*v^10 + -5*v^8 + 3*v^6 + v^4
13n_2450 | -1*v^4*z^8 + -8*v^4*z^6 + v^2*z^6 + v^8*z^4 + 3*v^6*z^4 + -20*v^4*z^4 + 6*v^2*z^4 + v^8*z^2 + 7*v^6*z^2 + -20*v^4*z^2 + 10*v^2*z^2 + 3*v^6 + -7*v^4 + 5*v^2
13n_2452 | -1*v^8*z^8 + -1*v^6*z^8 + v^10*z^6 + -6*v^8*z^6 + -5*v^6*z^6 + v^4*z^6 + 6*v^10*z^4 + -10*v^8*z^4 + -5*v^6*z^4 + 5*v^4*z^4 + -1*v^12*z^2 + 6*v^10*z^2 + -8*v^8*z^2 + 6*v^4*z^2 + v^10 + -3*v^8 + v^6 + 2*v^4
13n_2453, 13n_2456 | v^-4*z^6 + 3*v^-6*z^6 + -1*v^-2*z^4 + v^-4*z^4 + 13*v^-6*z^4 + -4*v^-8*z^4 + -1*v^-2*z^2 + -2*v^-4*z^2 + 20*v^-6*z^2 + -12*v^-8*z^2 + v^-10*z^2 + -2*v^-4 + 10*v^-6 + -9*v^-8 + 2*v^-10
13n_2454 | -1*v^2*z^6 + -2*z^6 + v^-2*z^6 + v^4*z^4 + -1*v^2*z^4 + -8*z^4 + 8*v^-2*z^4 + -1*v^-4*z^4 + v^4*z^2 + 2*v^2*z^2 + -13*z^2 + 16*v^-2*z^2 + -4*v^-4*z^2 + 2*v^2 + -7 + 10*v^-2 + -4*v^-4
13n_2455 | 2*v^4*z^6 + v^2*z^6 + -3*v^6*z^4 + 5*v^4*z^4 + -1*z^4 + v^8*z^2 + -4*v^6*z^2 + 5*v^4*z^2 + -3*v^2*z^2 + v^4 + -2*v^2 + 2
13n_2458 | v^2*z^8 + -2*v^4*z^6 + 7*v^2*z^6 + v^6*z^4 + -10*v^4*z^4 + 17*v^2*z^4 + -1*z^4 + -1*v^-2*z^4 + 3*v^6*z^2 + -15*v^4*z^2 + 19*v^2*z^2 + -2*z^2 + -2*v^-2*z^2 + 2*v^6 + -8*v^4 + 9*v^2 + -1 + -1*v^-2
13n_2460, 13n_2461 | v^6*z^8 + v^4*z^8 + -1*v^8*z^6 + 6*v^6*z^6 + 4*v^4*z^6 + -1*v^2*z^6 + -6*v^8*z^4 + 16*v^6*z^4 + 4*v^4*z^4 + -3*v^2*z^4 + v^10*z^2 + -13*v^8*z^2 + 21*v^6*z^2 + -1*v^4*z^2 + -2*v^2*z^2 + 2*v^10 + -9*v^8 + 10*v^6 + -2*v^4
13n_2462 | -1*v^4*z^6 + -1*v^2*z^6 + -5*v^4*z^4 + -4*v^2*z^4 + z^4 + v^8*z^2 + 2*v^6*z^2 + -6*v^4*z^2 + -3*v^2*z^2 + 3*z^2 + 2*v^6 + -3*v^4 + 2
13n_2463 | 2*v^4*z^6 + v^2*z^6 + -4*v^6*z^4 + 5*v^4*z^4 + v^2*z^4 + -1*z^4 + 2*v^8*z^2 + -8*v^6*z^2 + 6*v^4*z^2 + v^2*z^2 + -1*z^2 + 2*v^8 + -5*v^6 + 3*v^4 + v^2
13n_2464 | v^4*z^6 + v^2*z^6 + -1*v^6*z^4 + 3*v^4*z^4 + 2*v^2*z^4 + -2*z^4 + -2*v^6*z^2 + 4*v^4*z^2 + 2*v^2*z^2 + -4*z^2 + v^-2*z^2 + -1*v^6 + v^4 + 2*v^2 + -2 + v^-2
13n_2465 | -1*v^8*z^8 + -1*v^6*z^8 + v^10*z^6 + -5*v^8*z^6 + -5*v^6*z^6 + v^4*z^6 + 5*v^10*z^4 + -7*v^8*z^4 + -8*v^6*z^4 + 5*v^4*z^4 + -1*v^12*z^2 + 5*v^10*z^2 + -3*v^8*z^2 + -7*v^6*z^2 + 8*v^4*z^2 + v^8 + -4*v^6 + 4*v^4
13n_2466 | -1*v^4*z^6 + z^6 + v^6*z^4 + -4*v^4*z^4 + 5*z^4 + -1*v^-2*z^4 + 2*v^6*z^2 + -4*v^4*z^2 + -1*v^2*z^2 + 8*z^2 + -3*v^-2*z^2 + -2*v^2 + 5 + -2*v^-2
13n_2467, 13n_5028 | 2*v^4*z^6 + 2*v^2*z^6 + -3*v^6*z^4 + 5*v^4*z^4 + 5*v^2*z^4 + -2*z^4 + v^8*z^2 + -6*v^6*z^2 + 6*v^4*z^2 + 4*v^2*z^2 + -3*z^2 + v^8 + -4*v^6 + 4*v^4
13n_2468, 13n_4071 | v^4*z^8 + -2*v^6*z^6 + 5*v^4*z^6 + -1*v^2*z^6 + v^8*z^4 + -6*v^6*z^4 + 10*v^4*z^4 + -3*v^2*z^4 + v^8*z^2 + -4*v^6*z^2 + 9*v^4*z^2 + -2*v^2*z^2 + -1*v^8 + 2*v^4
13n_2469 | -1*v^2*z^8 + 2*v^4*z^6 + -5*v^2*z^6 + z^6 + -1*v^6*z^4 + 7*v^4*z^4 + -11*v^2*z^4 + 2*z^4 + -2*v^6*z^2 + 10*v^4*z^2 + -10*v^2*z^2 + z^2 + v^-2*z^2 + -2*v^6 + 5*v^4 + -3*v^2 + v^-2
13n_2470 | -2*v^-4*z^6 + -1*v^-6*z^6 + 2*v^-2*z^4 + -6*v^-4*z^4 + 2*v^-8*z^4 + 4*v^-2*z^2 + -5*v^-4*z^2 + 4*v^-6*z^2 + 3*v^-8*z^2 + -1*v^-10*z^2 + v^-2 + -1*v^-4 + 2*v^-6 + -1*v^-10
13n_2471 | -1*v^2*z^4 + z^4 + v^-2*z^4 + v^4*z^2 + -5*v^2*z^2 + z^2 + -2*v^-4*z^2 + 2*v^4 + -3*v^2 + 2 + -1*v^-4 + v^-6
13n_2472 | 2*v^4*z^4 + v^2*z^4 + -3*v^6*z^2 + 3*v^4*z^2 + -2*v^2*z^2 + -3*z^2 + v^8 + -2*v^6 + 3*v^4 + -2*v^2 + -1 + 2*v^-2
13n_2474 | -1*v^-4*z^6 + -2*v^-6*z^6 + v^-2*z^4 + -5*v^-6*z^4 + 4*v^-8*z^4 + v^-2*z^2 + 4*v^-4*z^2 + -5*v^-6*z^2 + 9*v^-8*z^2 + -2*v^-10*z^2 + 2*v^-4 + -3*v^-6 + 5*v^-8 + -3*v^-10
13n_2475 | v^2*z^6 + z^6 + -1*v^4*z^4 + 4*v^2*z^4 + 3*z^4 + -1*v^-2*z^4 + -4*v^4*z^2 + 5*v^2*z^2 + z^2 + -2*v^-2*z^2 + v^6 + -3*v^4 + 3*v^2
13n_2477, 13n_4081 | z^6 + v^-2*z^6 + -1*v^2*z^4 + z^4 + -2*v^-4*z^4 + -2*v^-2*z^2 + -1*v^-4*z^2 + v^-6*z^2 + v^2 + -1*v^-2 + v^-4
13n_2479 | -2*v^4*z^6 + -1*v^2*z^6 + 2*v^6*z^4 + -9*v^4*z^4 + -3*v^2*z^4 + z^4 + 7*v^6*z^2 + -11*v^4*z^2 + 3*z^2 + -1*v^8 + 4*v^6 + -5*v^4 + 2*v^2 + 1
13n_2480 | -1*v^-2*z^6 + z^4 + -6*v^-2*z^4 + -1*v^-6*z^4 + 4*z^2 + -9*v^-2*z^2 + 3*v^-4*z^2 + -2*v^-6*z^2 + v^-8*z^2 + 3 + -4*v^-2 + 3*v^-4 + -2*v^-6 + v^-8
13n_2481, 13n_3042 | -1*v^-8*z^6 + v^-4*z^4 + 3*v^-6*z^4 + -3*v^-8*z^4 + 2*v^-10*z^4 + 2*v^-4*z^2 + 7*v^-6*z^2 + -4*v^-8*z^2 + 5*v^-10*z^2 + -1*v^-12*z^2 + 3*v^-6 + -3*v^-8 + 3*v^-10 + -2*v^-12
13n_2482 | -1*v^-2*z^8 + z^6 + -5*v^-2*z^6 + 2*v^-4*z^6 + 2*z^4 + -10*v^-2*z^4 + 7*v^-4*z^4 + -1*v^-6*z^4 + v^2*z^2 + -1*z^2 + -9*v^-2*z^2 + 7*v^-4*z^2 + -2*v^-6*z^2 + 2*v^2 + -1 + -2*v^-2 + 2*v^-4
13n_2483, 13n_3208 | v^4*z^6 + 2*v^2*z^6 + -1*v^6*z^4 + v^4*z^4 + 6*v^2*z^4 + -3*z^4 + -1*v^6*z^2 + -1*v^4*z^2 + 7*v^2*z^2 + -6*z^2 + v^-2*z^2 + -1*v^4 + 3*v^2 + -2 + v^-2
13n_2484 | -2*v^4*z^4 + -3*v^2*z^4 + -1*z^4 + 2*v^6*z^2 + -2*v^4*z^2 + -4*v^2*z^2 + z^2 + v^-2*z^2 + v^6 + -1*v^4 + -1*v^2 + 2
13n_2485 | -1*z^4 + -1*v^-2*z^4 + v^2*z^2 + -2*z^2 + -2*v^-2*z^2 + -1*v^-6*z^2 + v^2 + -1*v^-6 + v^-8
13n_2486 | -1*v^-6*z^4 + -1*v^-8*z^4 + v^-2*z^2 + 3*v^-4*z^2 + v^-6*z^2 + v^-8*z^2 + 2*v^-10*z^2 + v^-4 + v^-8 + -1*v^-12
13n_2487 | -1*z^6 + -1*v^-2*z^6 + v^2*z^4 + -1*z^4 + -1*v^-2*z^4 + 2*v^-4*z^4 + -1*v^2*z^2 + -2*z^2 + -3*v^-2*z^2 + 2*v^-4*z^2 + -1*v^-6*z^2 + v^4 + -2*v^-2 + 2*v^-4
13n_2489, 13n_3063, 13n_4329 | v^-2*z^8 + -2*z^6 + 5*v^-2*z^6 + -1*v^-4*z^6 + v^2*z^4 + -7*z^4 + 10*v^-2*z^4 + -3*v^-4*z^4 + 2*v^2*z^2 + -8*z^2 + 10*v^-2*z^2 + -3*v^-4*z^2 + v^2 + -3 + 5*v^-2 + -2*v^-4
13n_2490 | -1*v^4*z^10 + v^6*z^8 + -8*v^4*z^8 + v^2*z^8 + 7*v^6*z^6 + -23*v^4*z^6 + 6*v^2*z^6 + -1*v^8*z^4 + 15*v^6*z^4 + -31*v^4*z^4 + 11*v^2*z^4 + -2*v^8*z^2 + 13*v^6*z^2 + -20*v^4*z^2 + 9*v^2*z^2 + -1*v^8 + 4*v^6 + -6*v^4 + 4*v^2
13n_2491 | v^6*z^8 + -1*v^8*z^6 + 7*v^6*z^6 + -1*v^4*z^6 + -6*v^8*z^4 + 17*v^6*z^4 + -4*v^4*z^4 + v^10*z^2 + -10*v^8*z^2 + 17*v^6*z^2 + -3*v^4*z^2 + v^10 + -5*v^8 + 5*v^6
13n_2492 | -1*v^8*z^8 + v^10*z^6 + -7*v^8*z^6 + 2*v^6*z^6 + 6*v^10*z^4 + -17*v^8*z^4 + 11*v^6*z^4 + -1*v^12*z^2 + 9*v^10*z^2 + -19*v^8*z^2 + 16*v^6*z^2 + -1*v^12 + 4*v^10 + -8*v^8 + 6*v^6
13n_2493 | -1*v^-4*z^8 + 4*v^-2*z^6 + -5*v^-4*z^6 + v^-6*z^6 + -3*z^4 + 15*v^-2*z^4 + -13*v^-4*z^4 + 3*v^-6*z^4 + -6*z^2 + 19*v^-2*z^2 + -16*v^-4*z^2 + 4*v^-6*z^2 + -2 + 8*v^-2 + -7*v^-4 + 2*v^-6
13n_2494 | v^-2*z^8 + -2*z^6 + 6*v^-2*z^6 + -1*v^-4*z^6 + v^2*z^4 + -6*z^4 + 16*v^-2*z^4 + -4*v^-4*z^4 + -6*z^2 + 18*v^-2*z^2 + -7*v^-4*z^2 + -1*v^2 + -1 + 7*v^-2 + -4*v^-4
13n_2495 | -1*v^-4*z^8 + 2*v^-2*z^6 + -6*v^-4*z^6 + v^-6*z^6 + -1*z^4 + 8*v^-2*z^4 + -15*v^-4*z^4 + 4*v^-6*z^4 + -2*z^2 + 12*v^-2*z^2 + -17*v^-4*z^2 + 6*v^-6*z^2 + -1 + 7*v^-2 + -8*v^-4 + 3*v^-6
13n_2496 | v^-4*z^6 + 2*v^-6*z^6 + -1*v^-2*z^4 + 3*v^-4*z^4 + 8*v^-6*z^4 + -3*v^-8*z^4 + -2*v^-2*z^2 + 4*v^-4*z^2 + 11*v^-6*z^2 + -8*v^-8*z^2 + v^-10*z^2 + -1*v^-2 + 2*v^-4 + 4*v^-6 + -5*v^-8 + v^-10
13n_2497 | -1*z^10 + v^2*z^8 + -8*z^8 + v^-2*z^8 + 7*v^2*z^6 + -24*z^6 + 6*v^-2*z^6 + -1*v^4*z^4 + 17*v^2*z^4 + -34*z^4 + 12*v^-2*z^4 + -3*v^4*z^2 + 17*v^2*z^2 + -23*z^2 + 9*v^-2*z^2 + -2*v^4 + 6*v^2 + -5 + 2*v^-2
13n_2498 | -1*v^4*z^8 + v^6*z^6 + -7*v^4*z^6 + v^2*z^6 + 6*v^6*z^4 + -17*v^4*z^4 + 5*v^2*z^4 + -1*v^8*z^2 + 11*v^6*z^2 + -17*v^4*z^2 + 8*v^2*z^2 + -2*v^8 + 6*v^6 + -7*v^4 + 4*v^2
13n_2499 | -1*z^8 + 2*v^2*z^6 + -6*z^6 + v^-2*z^6 + -1*v^4*z^4 + 8*v^2*z^4 + -15*z^4 + 4*v^-2*z^4 + -2*v^4*z^2 + 11*v^2*z^2 + -18*z^2 + 6*v^-2*z^2 + -1*v^4 + 6*v^2 + -8 + 4*v^-2
13n_2500 | -1*v^2*z^8 + -1*z^8 + v^4*z^6 + -5*v^2*z^6 + -5*z^6 + v^-2*z^6 + 5*v^4*z^4 + -7*v^2*z^4 + -8*z^4 + 4*v^-2*z^4 + -1*v^6*z^2 + 6*v^4*z^2 + -3*v^2*z^2 + -7*z^2 + 4*v^-2*z^2 + -1*v^6 + 2*v^4 + v^2 + -3 + 2*v^-2
13n_2501 | -1*v^6*z^6 + -2*v^4*z^6 + v^8*z^4 + -3*v^6*z^4 + -9*v^4*z^4 + 2*v^2*z^4 + 4*v^8*z^2 + -11*v^4*z^2 + 7*v^2*z^2 + -1*v^10 + 2*v^8 + v^6 + -5*v^4 + 4*v^2
13n_2502 | -2*z^6 + -1*v^-2*z^6 + 4*v^2*z^4 + -6*z^4 + -2*v^-2*z^4 + v^-4*z^4 + -2*v^4*z^2 + 8*v^2*z^2 + -9*z^2 + -3*v^-2*z^2 + 2*v^-4*z^2 + -1*v^4 + 5*v^2 + -4 + -1*v^-2 + 2*v^-4
13n_2503 | v^-2*z^6 + -1*z^4 + 5*v^-2*z^4 + -1*v^-4*z^4 + v^2*z^2 + -3*z^2 + 8*v^-2*z^2 + -3*v^-4*z^2 + -1*v^4 + 2*v^2 + -2 + 4*v^-2 + -2*v^-4
13n_2504 | v^2*z^10 + -1*v^4*z^8 + 8*v^2*z^8 + -1*z^8 + -7*v^4*z^6 + 24*v^2*z^6 + -6*z^6 + v^6*z^4 + -16*v^4*z^4 + 36*v^2*z^4 + -12*z^4 + 2*v^6*z^2 + -16*v^4*z^2 + 29*v^2*z^2 + -11*z^2 + v^6 + -7*v^4 + 11*v^2 + -4
13n_2506 | -1*v^2*z^8 + 3*v^4*z^6 + -5*v^2*z^6 + z^6 + -2*v^6*z^4 + 11*v^4*z^4 + -12*v^2*z^4 + 3*z^4 + -4*v^6*z^2 + 15*v^4*z^2 + -13*v^2*z^2 + 4*z^2 + -3*v^6 + 7*v^4 + -5*v^2 + 2
13n_2507 | -1*z^6 + -1*v^-2*z^6 + v^2*z^4 + -1*z^4 + 2*v^-4*z^4 + 3*v^-2*z^2 + 2*v^-4*z^2 + -1*v^-6*z^2 + -1*v^2 + 1 + 2*v^-2 + -1*v^-6
13n_2508 | -1*v^-2*z^6 + -1*v^-4*z^6 + -4*v^-2*z^4 + -3*v^-4*z^4 + v^-6*z^4 + v^2*z^2 + z^2 + -3*v^-2*z^2 + -1*v^-4*z^2 + 2*v^-6*z^2 + 1
13n_2509, 13n_3105 | v^6*z^6 + v^4*z^6 + -1*v^8*z^4 + 2*v^6*z^4 + v^4*z^4 + -2*v^2*z^4 + -1*v^8*z^2 + 3*v^6*z^2 + v^4*z^2 + -2*v^2*z^2 + z^2 + -1*v^8 + v^6 + v^4 + -1*v^2 + 1
13n_2510 | -1*z^8 + v^2*z^6 + -6*z^6 + v^-2*z^6 + 4*v^2*z^4 + -13*z^4 + 4*v^-2*z^4 + 5*v^2*z^2 + -13*z^2 + 5*v^-2*z^2 + 3*v^2 + -5 + 3*v^-2
13n_2511 | v^2*z^10 + -1*v^4*z^8 + 8*v^2*z^8 + -1*z^8 + -7*v^4*z^6 + 24*v^2*z^6 + -6*z^6 + v^6*z^4 + -16*v^4*z^4 + 35*v^2*z^4 + -12*z^4 + 2*v^6*z^2 + -15*v^4*z^2 + 25*v^2*z^2 + -10*z^2 + v^6 + -5*v^4 + 7*v^2 + -2
13n_2512 | v^2*z^10 + -1*v^4*z^8 + 8*v^2*z^8 + -1*z^8 + -7*v^4*z^6 + 25*v^2*z^6 + -6*z^6 + v^6*z^4 + -18*v^4*z^4 + 39*v^2*z^4 + -13*z^4 + 3*v^6*z^2 + -20*v^4*z^2 + 32*v^2*z^2 + -12*z^2 + 2*v^6 + -9*v^4 + 12*v^2 + -4
13n_2513, 13n_3646 | v^-2*z^8 + -1*v^-4*z^8 + -1*z^6 + 8*v^-2*z^6 + -7*v^-4*z^6 + v^-6*z^6 + -5*z^4 + 22*v^-2*z^4 + -18*v^-4*z^4 + 4*v^-6*z^4 + -8*z^2 + 26*v^-2*z^2 + -20*v^-4*z^2 + 5*v^-6*z^2 + -4 + 12*v^-2 + -9*v^-4 + 2*v^-6
13n_2514 | -2*v^8*z^8 + 3*v^10*z^6 + -11*v^8*z^6 + 3*v^6*z^6 + -1*v^12*z^4 + 11*v^10*z^4 + -24*v^8*z^4 + 13*v^6*z^4 + -2*v^12*z^2 + 13*v^10*z^2 + -26*v^8*z^2 + 18*v^6*z^2 + -1*v^12 + 6*v^10 + -12*v^8 + 8*v^6
13n_2515, 13n_3989 | -1*v^-2*z^6 + -1*v^-4*z^6 + 3*z^4 + -1*v^-2*z^4 + -2*v^-4*z^4 + v^-6*z^4 + -2*v^2*z^2 + 5*z^2 + -1*v^-2*z^2 + -2*v^-4*z^2 + v^-6*z^2 + -1*v^2 + 3 + -1*v^-2
13n_2516 | 2*v^2*z^6 + z^6 + -4*v^4*z^4 + 5*v^2*z^4 + z^4 + -1*v^-2*z^4 + 2*v^6*z^2 + -7*v^4*z^2 + 6*v^2*z^2 + -1*v^-2*z^2 + v^6 + -3*v^4 + 3*v^2
13n_2517 | -1*v^2*z^8 + 2*v^4*z^6 + -4*v^2*z^6 + 2*z^6 + -1*v^6*z^4 + 7*v^4*z^4 + -7*v^2*z^4 + 5*z^4 + -1*v^-2*z^4 + -4*v^6*z^2 + 7*v^4*z^2 + -8*v^2*z^2 + 2*z^2 + -1*v^-2*z^2 + v^8 + -2*v^6 + 3*v^4 + -3*v^2 + 1 + v^-2
13n_2518 | -1*v^8*z^6 + -3*v^6*z^6 + -1*v^4*z^6 + v^10*z^4 + -1*v^8*z^4 + -9*v^6*z^4 + v^4*z^4 + v^2*z^4 + 3*v^10*z^2 + v^8*z^2 + -9*v^6*z^2 + 7*v^4*z^2 + v^2*z^2 + -1*v^12 + 2*v^10 + -4*v^6 + 4*v^4
13n_2519 | v^-4*z^6 + -3*v^-2*z^4 + v^-4*z^4 + -3*v^-6*z^4 + 2*z^2 + -3*v^-2*z^2 + 2*v^-4*z^2 + -3*v^-6*z^2 + 3*v^-8*z^2 + 1 + -1*v^-6 + 2*v^-8 + -1*v^-10
13n_2520 | -1*v^2*z^6 + -1*z^6 + v^4*z^4 + -1*v^2*z^4 + 2*v^-2*z^4 + -1*v^4*z^2 + -2*v^2*z^2 + z^2 + v^-2*z^2 + -1*v^-4*z^2 + v^6 + -1*v^4 + -1*v^2 + 2
13n_2522 | z^6 + 5*z^4 + -1*v^-2*z^4 + -2*v^4*z^2 + -1*v^2*z^2 + 6*z^2 + -3*v^-2*z^2 + v^6 + -2*v^4 + 3 + -1*v^-2
13n_2524 | v^2*z^6 + z^6 + -1*v^4*z^4 + 2*v^2*z^4 + z^4 + -2*v^-2*z^4 + -1*v^4*z^2 + 2*v^2*z^2 + -2*z^2 + -3*v^-2*z^2 + v^-4*z^2 + 2*v^2 + -2 + v^-4
13n_2525 | -3*v^4*z^4 + -4*v^2*z^4 + -1*z^4 + 4*v^6*z^2 + -2*v^4*z^2 + -5*v^2*z^2 + 2*z^2 + v^-2*z^2 + -1*v^8 + 2*v^6 + -2*v^2 + 2
13n_2526 | -1*v^4*z^6 + -1*v^2*z^6 + v^6*z^4 + -5*v^4*z^4 + -4*v^2*z^4 + z^4 + 5*v^6*z^2 + -7*v^4*z^2 + -3*v^2*z^2 + 3*z^2 + -1*v^8 + 4*v^6 + -4*v^4 + 2
13n_2527 | -1*v^-2*z^4 + -1*v^2*z^2 + -1*z^2 + -4*v^-2*z^2 + v^-4*z^2 + v^4 + -2*v^-2 + 2*v^-4
13n_2528 | v^2*z^6 + 6*v^2*z^4 + -1*z^4 + -1*v^6*z^2 + -2*v^4*z^2 + 9*v^2*z^2 + -5*z^2 + -2*v^4 + 5*v^2 + -3 + v^-2
13n_2530, 13n_4410 | v^6*z^6 + -1*v^8*z^4 + 3*v^6*z^4 + -4*v^4*z^4 + -1*v^2*z^4 + -1*v^8*z^2 + 7*v^6*z^2 + -6*v^4*z^2 + 2*v^2*z^2 + z^2 + -2*v^8 + 4*v^6 + -3*v^4 + 2*v^2
13n_2533 | -1*v^2*z^4 + -2*z^4 + v^4*z^2 + -1*v^2*z^2 + -6*z^2 + 2*v^-2*z^2 + v^4 + v^2 + -4 + 3*v^-2
13n_2534 | 2*v^-2*z^6 + v^-4*z^6 + -2*z^4 + 5*v^-2*z^4 + -2*v^-4*z^4 + -2*v^-6*z^4 + -2*z^2 + 7*v^-2*z^2 + -7*v^-4*z^2 + v^-8*z^2 + 4*v^-2 + -5*v^-4 + 2*v^-6
13n_2535, 13n_3193, 13n_4536 | v^-4*z^6 + v^-6*z^6 + -1*v^-2*z^4 + 2*v^-4*z^4 + 3*v^-6*z^4 + -1*v^-8*z^4 + 4*v^-6*z^2 + -2*v^-8*z^2 + 2*v^-2 + -2*v^-4 + 2*v^-6 + -1*v^-8
13n_2536 | v^-2*z^6 + 2*v^-4*z^6 + -1*z^4 + -1*v^-2*z^4 + 5*v^-4*z^4 + -3*v^-6*z^4 + z^2 + -5*v^-2*z^2 + 8*v^-4*z^2 + -4*v^-6*z^2 + v^-8*z^2 + 2 + -4*v^-2 + 5*v^-4 + -2*v^-6
13n_2537 | v^-2*z^6 + -1*z^4 + 3*v^-2*z^4 + -1*v^-4*z^4 + v^-6*z^4 + -1*z^2 + 2*v^-2*z^2 + -2*v^-4*z^2 + 3*v^-6*z^2 + -1*v^-8*z^2 + 1 + -1*v^-4 + 2*v^-6 + -1*v^-8
13n_2538 | -1*v^2*z^6 + z^6 + v^4*z^4 + -5*v^2*z^4 + 5*z^4 + -2*v^-2*z^4 + 2*v^4*z^2 + -7*v^2*z^2 + 7*z^2 + -5*v^-2*z^2 + v^-4*z^2 + v^4 + -2*v^2 + 3 + -2*v^-2 + v^-4
13n_2539 | v^4*z^6 + -1*v^2*z^6 + -1*v^6*z^4 + 4*v^4*z^4 + -7*v^2*z^4 + z^4 + -1*v^6*z^2 + 6*v^4*z^2 + -11*v^2*z^2 + 4*z^2 + 2*v^4 + -4*v^2 + 3
